1	0.5
2	22
3	0.045454545454546
4	2
5	1.5
6	3.33333333333333
7	0.6
8	3.83333333333333
9	0.086956521739131
10	4
11	0.875
12	0.428571428571429
13	10.6666666666667
14	0.375
15	2.33333333333333
16	0.928571428571429
17	1.53846153846154
18	2.225
19	1.33707865168539
20	0.445378151260504
21	1.32075471698113
22	1.24285714285714
23	0.862068965517241
24	1.98666666666667
25	0.711409395973154
26	0.867924528301887
27	1.95652173913043
28	0.811111111111111
29	3.89041095890411
30	0.591549295774648
31	1.78869047619048
32	0.785357737104825
33	1.46822033898305
34	0.510822510822511
35	2.18361581920904
36	0.698576972833118
37	1.25555555555556
38	1.52654867256637
39	0.878260869565217
40	0.875687568756876
41	1.5213567839196
42	0.887696118909992
43	0.876279069767442
44	1.06900212314225
45	0.984111221449851
46	1.34611503531786
47	1.16416791604198
48	0.859626529298133
49	1.03670411985019
50	1.01806358381503
51	1.19517388218595
52	0.848574821852731
53	1.3925822253324
54	0.701507537688442
55	1.10530085959885
56	1.22942320155541
57	0.905640484976278
58	1.16006984866123
59	1.15052684395384
60	1.15307457479285
61	0.965582450832073
62	1.52761457109283
63	0.758461538461538
64	1.20385395537525
65	0.951979780960404
66	0.979351032448378
67	0.987048192771084
68	1.28562709795545
69	0.855447424638025
70	0.978079911209767
71	1.0558865248227
72	1.06582482536271
73	1.00075623897152
74	1.25617128463476
75	1.05113294565871
76	0.948111407859595
77	1.12897384305835
78	0.999643557298164
79	1.08539846674987
80	1.09296977660972
81	1.01698226630598
82	1.03103295404167
83	0.93664898953705
84	0.977352716143841
85	1.02802567715672
86	1.13706975327444
87	1.06670238414144
